35.895049,128.61219
35.894759,128.61219
35.893144,128.610554
35.893034,128.611798
35.892937,128.612973
35.892095,128.613024
35.892357,128.611764
35.892206,128.610264
35.892413,128.609242
35.891764,128.609924
35.891309,128.611201
35.89106,128.613399
35.890135,128.61604
35.890549,128.613007
35.890204,128.609753
35.889804,128.611338
35.890453,128.608731
35.890756,128.607522
35.889666,128.607045
35.889625,128.608424
35.889086,128.607045
35.889473,128.609123
35.889569,128.612343
35.889197,128.615018
35.888672,128.616449
35.888562,128.614728
35.888866,128.612445
35.888024,128.616023
35.888106,128.614336
35.886864,128.61541
35.88801,128.61265
35.888741,128.609344
35.888327,128.607334
35.888962,128.604625
35.887858,128.609123
35.887872,128.61023
35.887513,128.609123
35.887513,128.610213
35.887085,128.609089
35.887154,128.607539
35.887251,128.605613
35.886643,128.606295
35.887099,128.607913
35.886754,128.607896
35.88674,128.609038
35.885732,128.609004
35.887057,128.610213
35.886988,128.611832
35.885663,128.6142
35.886988,128.614098
35.885139,128.614711
